Nawisko aktualne,Liczba
KULIGOWSKI,2882
MATYJA,2882
PLUCIŃSKI,2881
SYNOWIEC,2879
OGRODNIK,2876
RAKOCZY,2875
BADURA,2874
NIEDŹWIEDŹ,2871
ZAŁĘSKI,2871
GAJOS,2870
WIATR,2869
TROJAN,2861
KOSIOREK,2859
SZAFRANIEC,2854
BOGACKI,2849
KARASIŃSKI,2848
KUSZ,2848
PRZYGODA,2848
KRAWCZYŃSKI,2847
MIKOŁAJEWSKI,2847
GRZEGORZEWSKI,2845
POPEK,2845
WIDERA,2842
SZMIDT,2839
CHRUŚCIEL,2837
SAGAN,2835
SZLACHTA,2831
MOROZ,2830
PACIOREK,2830
CHOWANIEC,2829
WOJNOWSKI,2829
KONDRACKI,2827
MIROWSKI,2827
MROZIŃSKI,2823
ĆWIEK,2819
BLOCH,2813
KUDŁA,2813
KUPCZYK,2813
WOJTKOWSKI,2813
BORECKI,2812
STRZELEC,2811
MIELNIK,2808
KUNICKI,2806
NOWOSIELSKI,2806
SĘKOWSKI,2803
TRAWIŃSKI,2803
KOSIOR,2798
NOCOŃ,2795
STARZYŃSKI,2794
JÓZEFOWICZ,2793
KARBOWSKI,2793
MAJER,2790
BORUCKI,2786
SARNA,2786
BOROWIECKI,2784
SIUDA,2783
KĘPIŃSKI,2781
BOGDANOWICZ,2777
GANCARZ,2775
PYKA,2774
MYSZKA,2771
MĄKA,2770
KOTARSKI,2769
DZIĘCIOŁ,2768
PŁACZEK,2767
BARCZYK,2766
KARWACKI,2765
ROZMUS,2765
KUNA,2763
KWAŚNIAK,2763
WĄSOWICZ,2762
WOJDYŁA,2761
DEPTUŁA,2760
MADEJSKI,2759
KURKOWSKI,2758
SUCHODOLSKI,2757
KLEIN,2755
GROMEK,2754
BOROWICZ,2752
JELONEK,2748
RUSINEK,2746
BIEGAŃSKI,2745
OLESIŃSKI,2745
BARTOSIAK,2736
BĘBEN,2735
JEŻEWSKI,2729
RATAJ,2728
ŻELAZNY,2728
ŁYSIAK,2727
ŁUKOMSKI,2726
BOCHEŃSKI,2725
OLEKSIAK,2725
CYWIŃSKI,2724
ZDANOWICZ,2719
CAŁKA,2718
MATEJA,2717
KUTA,2713
WLAZŁO,2713
OGONOWSKI,2710
KUŁAKOWSKI,2708
STACH,2708
HAŁAS,2704
SAJDAK,2703
LACHOWSKI,2702
PUZIO,2701
WĄS,2698
KLIŚ,2697
MISIEWICZ,2697
WOLAŃSKI,2693
POZNAŃSKI,2689
GUZEK,2688
SZNAJDER,2685
PODOLSKI,2683
DAWIDOWICZ,2682
DZIK,2680
PIENIĄŻEK,2679
RUSZKOWSKI,2677
WOJNAROWSKI,2677
KUŹMIŃSKI,2676
TWOREK,2674
HOFMAN,2672
PIRÓG,2671
TOBIASZ,2670
GLINKA,2667
BAŁDYGA,2666
OLESZCZUK,2663
JANIEC,2662
SROCZYŃSKI,2659
SOBKOWIAK,2657
BOCIAN,2656
WIERZBOWSKI,2656
ZDROJEWSKI,2656
DRZAZGA,2653
KOSSAKOWSKI,2653
KUBALA,2652
MARCZYK,2651
SZUMSKI,2651
KAWCZYŃSKI,2646
ZAJKOWSKI,2646
KOCUR,2645
PANKOWSKI,2644
GÓRZYŃSKI,2643
POKORSKI,2642
BAJOR,2641
JANKIEWICZ,2640
SIWAK,2639
ADAMCZUK,2637
BOGUSZEWSKI,2637
JAROCKI,2632
MROZIK,2632
BAŃKOWSKI,2631
GŁOWACZ,2630
NGUYEN,2630
JACH,2629
KORCZYŃSKI,2628
WALKIEWICZ,2628
ADAMKIEWICZ,2627
ANIOŁ,2627
ŁĄCKI,2625
ŁATA,2623
MYSZKOWSKI,2623
FLORCZYK,2618
NYKIEL,2616
NOSEK,2615
FORMELA,2612
KISIELEWSKI,2607
ZADROŻNY,2607
JANIKOWSKI,2606
JASKUŁA,2605
TARKOWSKI,2602
STAWSKI,2601
CISZEK,2600
POŚPIECH,2600
RYBCZYŃSKI,2600
ABRAMOWICZ,2599
DZIĘGIELEWSKI,2598
FILIPOWSKI,2598
KRASOŃ,2598
KARPOWICZ,2595
KOTOWICZ,2593
KRASIŃSKI,2592
MARCZUK,2592
ROLA,2591
PTASZYŃSKI,2590
ZWIERZCHOWSKI,2589
SKRZYPIEC,2587
PACEK,2584
ŻMIJEWSKI,2584
WOŹNICKI,2583
RZEŹNIK,2582
SKRZYŃSKI,2581
KUPIS,2578
GUZOWSKI,2577
PRZYBYŁEK,2577
KICIŃSKI,2576
SAWCZUK,2575
PISKORSKI,2572
DOMINIK,2571
ABRAMCZYK,2570
BOGUSŁAWSKI,2568
RACHWAŁ,2568
SKUPIEŃ,2565
FORNAL,2563
KROK,2561
PIECHOWIAK,2560
ZIAJA,2560
KOŁEK,2558
BIELICKI,2556
DURAJ,2556
KASPROWICZ,2556
BRYK,2554
WIKTOR,2554
SEMENIUK,2551
SUŁEK,2551
KOC,2546
CISEK,2544
WOJEWODA,2544
MROZOWSKI,2543
SAMBORSKI,2540
ANDRZEJAK,2539
GŁUCHOWSKI,2538
MAĆKOWSKI,2538
SOJA,2538
DYBOWSKI,2536
ŻOCHOWSKI,2532
OLEK,2531
CHOIŃSKI,2527
FORTUNA,2526
MELNYK,2526
ROGUSKI,2526
KUŹNIAR,2525
STADNIK,2525
WYSOKIŃSKI,2525
DANILUK,2522
ZAJDEL,2522
CHOLEWIŃSKI,2517
MITURA,2517
STANKOWSKI,2517
LUBIŃSKI,2516
TOMASZEK,2516
MATUSZEK,2515
KUPCZAK,2514
PIWOŃSKI,2510
LISEK,2507
IGNACZAK,2506
KOPKA,2506
KOCH,2505
PAWŁOWICZ,2502
FRĄCKIEWICZ,2499
KULKA,2499
SOSNA,2498
OZIMEK,2497
BOROWY,2495
PACH,2495
GONDEK,2494
ŁUKAWSKI,2494
BANASZKIEWICZ,2493
DOPIERAŁA,2492
GAWŁOWSKI,2488
KILIAN,2486
PAWLACZYK,2482
SŁOTA,2476
DEPTA,2475
ŁUKASIAK,2475
ROZWADOWSKI,2474
KUCZERA,2473
SIEMIŃSKI,2473
POŁEĆ,2472
WOJNAR,2471
KUBAS,2470
ZABIELSKI,2468
ĆWIKŁA,2467
JAKUBIK,2467
JODŁOWSKI,2460
ŁOBODA,2460
PŁACHTA,2460
PRZYBYLAK,2459
ŻBIKOWSKI,2459
CELIŃSKI,2453
POKORA,2453
SZEWC,2453
SŁOWIKOWSKI,2449
DĘBIŃSKI,2448
KUKLIŃSKI,2448
SOBIERAJSKI,2446
GRABIEC,2445
STARCZEWSKI,2443
RYNKIEWICZ,2441
FORYŚ,2440
KOZUB,2439
ROMAŃCZUK,2439
KNOP,2436
CABAJ,2435
GAWĘDA,2432
SZMYT,2431
POLOK,2430
KĘDZIA,2428
MACIEJCZYK,2428
ROGULSKI,2426
ŁUKOWSKI,2421
PATYK,2418
SKUZA,2418
ROWIŃSKI,2416
CZERNIAWSKI,2415
LABUDA,2415
SPYCHALSKI,2415
BUDNIK,2408
PIASKOWSKI,2408
ZIENKIEWICZ,2407
CZOP,2405
KLIMOWICZ,2402
SOŁTYSIK,2402
BARCZAK,2401
GÓRCZYŃSKI,2399
LASKA,2399
BADOWSKI,2398
WALICKI,2396
BIŃKOWSKI,2394
POLKOWSKI,2394
HEBDA,2390
WINKLER,2390
SAŁATA,2387
FICEK,2386
SWOBODA,2385
GUTKOWSKI,2383
PŁUCIENNIK,2383
STAWARZ,2383
FILA,2382
BIEDRZYCKI,2381
NIEDBAŁA,2381
WALASEK,2380
KURIATA,2378
KUŚNIERZ,2378
PAWEŁEK,2377
LISZEWSKI,2375
DEMBIŃSKI,2374
WOJTYSIAK,2374
CZARNOWSKI,2372
JANECKI,2372
PŁÓCIENNIK,2371
WIATROWSKI,2371
IDZIKOWSKI,2368
NIZIOŁEK,2367
KOBIELA,2366
MIŁEK,2366
KLESZCZ,2365
KRYGIER,2365
KULCZYCKI,2364
KLIMCZYK,2363
JANUSZKIEWICZ,2361
SOBALA,2361
TABAKA,2360
JAROSIŃSKI,2358
POPIEL,2358
SZPAKOWSKI,2357
BARSZCZEWSKI,2355
KALISZEWSKI,2355
PAWEŁCZYK,2350
PIWKO,2350
BALIŃSKI,2344
BORAWSKI,2344
KRZYŻANIAK,2343
KĘDRA,2342
GIBAS,2338
GIERCZAK,2337
WALASZCZYK,2336
BIENIAS,2334
WARDA,2334
MIODUSZEWSKI,2333
WICHER,2333
ŁADA,2330
PIECUCH,2330
ŻACZEK,2330
CHRZĄSZCZ,2329
STAWIARSKI,2329
URBANIK,2329
KACPERSKI,2327
TARASIUK,2327
GIERSZEWSKI,2325
KAZIMIERSKI,2325
MOKRZYCKI,2324
TERLECKI,2321
JANOWICZ,2320
JASIAK,2319
POŹNIAK,2318
BINKOWSKI,2317
CIEŚLAR,2317
MIELEWCZYK,2310
ZDANOWSKI,2310
KRZEMIEŃ,2309
PNIEWSKI,2309
HINC,2307
SZEWCZAK,2305
PANKIEWICZ,2304
PRZYBYŁO,2301
CHMIELECKI,2300
KLICH,2300
KUFEL,2299
BARTOSZEWICZ,2296
KWAPISZ,2296
PIEKARCZYK,2291
OPALIŃSKI,2290
CHUDZIŃSKI,2286
GOŁDA,2286
KWAŚNIK,2286
JUREWICZ,2285
PIKUŁA,2285
LUPA,2284
MIAZGA,2283
PAWLUS,2282
WILKOWSKI,2282
ŻABIŃSKI,2282
KOSEK,2281
KOZIKOWSKI,2281
BĄCZKOWSKI,2280
KLIMKIEWICZ,2279
SAŁEK,2279
MOSZCZYŃSKI,2278
KOŚMIDER,2277
MAŁACHOWSKI,2277
NARLOCH,2276
DOMARADZKI,2275
SZMIT,2275
SKRZYPCZYK,2274
SAS,2273
SOBIECH,2273
OBARA,2272
SASIN,2271
ŚWITALSKI,2271
ULATOWSKI,2271
BĘBENEK,2270
STEFANOWSKI,2268
KORALEWSKI,2267
PLISZKA,2267
BONIECKI,2266
PLATA,2266
CHLEBOWSKI,2264
LENARTOWICZ,2264
KUKUŁA,2263
JASEK,2260
KUŁAGA,2259
MATYSEK,2259
ISKRA,2256
RUTA,2254
SARNECKI,2254
KOŚCIELNY,2252
DRAB,2251
SIEŃKO,2250
GAWRYŚ,2249
GWIZDAŁA,2249
MELLER,2249
SZCZĘCH,2249
CICHOWSKI,2248
GRABIŃSKI,2247
PIETRUCHA,2247
CICHECKI,2246
MOMOT,2246
PUSTELNIK,2245
KALICKI,2243
ZAWADKA,2243
IGNASIAK,2240
GŁUSZEK,2239
GONTARZ,2238
KOPIEC,2236
SIWIŃSKI,2236
JASIK,2235
RYSZKA,2233
LEJA,2230
MARCINEK,2229
SKOTNICKI,2229
WANAT,2229
KASIŃSKI,2227
KIERZKOWSKI,2226
KOWNACKI,2226
MOŚCICKI,2226
ŚWIĘCICKI,2224
KUR,2223
ANDRUSZKIEWICZ,2220
PIECHOWSKI,2220
GŁODEK,2219
KRZYSZTOFIK,2219
NIKIEL,2219
SAK,2219
JURGA,2218
KOŻUCH,2217
MRUK,2216
SZYDŁO,2215
ANTOSIK,2214
OCHMAN,2213
CZERNIK,2211
ORLIK,2209
BROŻYNA,2206
CZARNIK,2206
DRAGAN,2206
PIELA,2206
ŚWINIARSKI,2206
BOCZEK,2203
MANIA,2201
OKOŃSKI,2201
BORZĘCKI,2200
KISZKA,2197
JURASZEK,2196
ŻYDEK,2193
BOMBA,2192
BARTOSZ,2190
DOMIN,2188
MLECZKO,2188
ORLIŃSKI,2188
BAJER,2186
WSZOŁEK,2186
PALKA,2184
ZIOBRO,2184
CISOWSKI,2181
KARWAT,2181
MIERNIK,2179
SOLARZ,2179
MACIAK,2178
POLAKOWSKI,2176
PIECHA,2175
GÓRNIK,2173
SZCZĘŚNIAK,2173
ROJEWSKI,2172
SZYMURA,2170
WOLANIN,2169
BABIŃSKI,2167
PASIEKA,2167
CHĘCIŃSKI,2164
JAWOROWSKI,2164
KOCOT,2164
KŁAK,2163
RZEPA,2163
SYPNIEWSKI,2163
KAIM,2162
ZDUŃCZYK,2161
BAŃKA,2160
KORYCKI,2160
JASZCZUK,2158
SADKOWSKI,2158
KOWALKOWSKI,2157
STEFANOWICZ,2157
GRUSZECKI,2156
ROSTKOWSKI,2156
CIESZYŃSKI,2155
DYRDA,2155
KARBOWIAK,2154
ZELEK,2151
SAMSEL,2150
DZIUBEK,2149
PONIATOWSKI,2148
WILCZAK,2148
NĘDZA,2147
WACHOWICZ,2147
KACPRZYK,2145
MICHALEC,2145
BASIŃSKI,2141
BIL,2140
BOCZKOWSKI,2140
KOSECKI,2140
KUŹNIK,2140
JABŁONOWSKI,2139
MACHAJ,2139
PIETRASIK,2138
MICKIEWICZ,2136
LEWKOWICZ,2134
SADŁOWSKI,2134
STASIK,2134
KASPRZYCKI,2133
PALIWODA,2132
BŁASIAK,2128
CZERNECKI,2128
SŁABY,2128
MAJCHROWSKI,2127
MRÓWKA,2126
BYKOWSKI,2125
ŁOZIŃSKI,2125
BĘDKOWSKI,2124
FIRLEJ,2124
SUSZEK,2123
KOSAKOWSKI,2121
NAPORA,2121
LECHOWICZ,2120
WINIARCZYK,2120
MYŚLIŃSKI,2119
PEPLIŃSKI,2119
PORADA,2119
GRAD,2118
OLEJARZ,2118
LIGĘZA,2116
CIOSEK,2113
SPYRA,2113
MARTYNIUK,2111
WĄTROBA,2111
ZARZECKI,2110
SKWARA,2107
GRALAK,2106
JAGŁA,2105
PIETKIEWICZ,2105
FEDOROWICZ,2103
STEFAŃCZYK,2100
POLOCZEK,2099
SZYMBORSKI,2099
PRUSAK,2095
WAWER,2095
FISZER,2093
JARZYNA,2090
KLEPACKI,2090
KUSTRA,2088
GŁUCH,2087
NOWOSAD,2085
PRZYBOROWSKI,2084
MATKOWSKI,2083
BARNAŚ,2081
SOBIECKI,2080
BRZÓSKA,2079
CIECHANOWSKI,2079
GAWIN,2079
KUŚMIERCZYK,2079
OSIAK,2077
WRONKA,2077
JAGIEŁA,2075
KĄDZIELA,2075
KRZYWDA,2074
DEJA,2072
TARGOSZ,2072
KOTECKI,2071
ŚWISTAK,2071
KACZMARZYK,2068
KRYŃSKI,2067
MUSIELAK,2067
TYSZKA,2066
DEREŃ,2065
KLOCEK,2065
JÓZEFIAK,2064
PARZYCH,2064
DUTKA,2062
KONIK,2062
DMOCHOWSKI,2061
ŁUKASZCZYK,2058
MOCZULSKI,2058
SUWAŁA,2057
BIAŁOWĄS,2054
PIETRASZEK,2054
PODSIADŁY,2054
RODZIEWICZ,2054
SÓJKA,2052
CZECHOWICZ,2050
BAŁA,2049
SUKIENNIK,2049
WASILUK,2049
SZYSZKO,2048
BOROWIK,2047
WOJTAŚ,2047
GIEMZA,2044
ZĄBEK,2044
CHRZAN,2043
KOPERSKI,2040
CZEKALSKI,2039
KONKOL,2039
GĘBALA,2036
KASZA,2035
KOCIOŁEK,2035
GOŁDYN,2034
ŚWIDEREK,2034
BALCER,2033
GORZKOWSKI,2032
PAWLUK,2032
PIEKUT,2029
GRALA,2028
KRYSZTOFIAK,2025
POGODA,2025
TYSZKIEWICZ,2025
KUŚMIERZ,2024
GALANT,2023
JARZĄB,2023
LIPOWSKI,2023
PIETRUSZEWSKI,2023
WALA,2022
TOCZEK,2019
BRYL,2017
LANGNER,2017
CHMIELOWIEC,2016
PIÓRO,2016
KOTAS,2013
PRZYTUŁA,2013
PTASIŃSKI,2013
WŁODARCZAK,2013
BOLEK,2012
BRZOSTEK,2012
STANIK,2012
GOŹDZIK,2011
JOPEK,2010
BUTKIEWICZ,2009
PŁAZA,2009
STRUZIK,2008
WIKTOROWICZ,2008
SKOCZEŃ,2007
NOWIK,2006
MALCZYK,2005
NIEWĘGŁOWSKI,2003
KRZYWICKI,2002
PACHOLSKI,2002
KANTOR,2001
KĄDZIOŁKA,2001
SABAT,2001
SUDER,2000
ŁĘCKI,1999
MĄCZYŃSKI,1999
BARTOSZEWSKI,1998
WOJTALA,1998
MAKSYMIUK,1997
KALEMBA,1994
PODOLAK,1993
PUDŁO,1993
DMOWSKI,1992
KUŁAK,1990
MNICH,1990
ŻÓŁTOWSKI,1990
ŻYWICKI,1990
KRUPSKI,1989
FIJOŁEK,1988
ŻABA,1986
IDZIAK,1981
PYTLIK,1981
KOCIK,1980
CZEKAŁA,1979
CZOPEK,1979
BATKO,1977
CYBULA,1977
ANTONIUK,1976
GRZESZCZAK,1975
RUSIECKI,1974
SOBOL,1974
KOTWICA,1973
WASIK,1972
SKOCZEK,1971
TAŃSKI,1971
MICHNA,1970
ORLIKOWSKI,1969
JANCZEWSKI,1968
MACHURA,1968
GŁÓD,1965
ZAWIERUCHA,1963
DRĄŻEK,1961
FRYC,1961
STARZYK,1961
KRYNICKI,1960
MISZCZUK,1960
SŁOMSKI,1960
TYCZYŃSKI,1959
WASZCZUK,1959
JEDLIŃSKI,1958
SZMIGIEL,1957
CHYŁA,1955
STAŚKIEWICZ,1955
BARYŁA,1954
AUGUSTYNOWICZ,1953
KARBOWNIK,1953
KOSICKI,1953
JAREK,1952
DZIUBIŃSKI,1951
JAŃCZAK,1950
CIEPLIŃSKI,1948
ŁASKI,1947
STAROSTA,1943
MIŁKOWSKI,1942
PŁOTKA,1942
SZERSZEŃ,1942
ZWIERZYŃSKI,1942
PABIAN,1940
CEGIELSKI,1938
TĘCZA,1937
WOŁOWIEC,1935
KRET,1934
PAWELCZYK,1934
BARTKIEWICZ,1933
ROKOSZ,1933
SADŁO,1933
GÓŹDŹ,1930
LIPA,1929
SIWIK,1928
BAJOREK,1927
PAKULSKI,1927
FĄFARA,1926
FILIPKOWSKI,1926
LESIŃSKI,1926
STRZYŻEWSKI,1926
OBRĘBSKI,1924
GRĄDZKI,1923
BRZOZA,1921
FURMANEK,1921
MIGDAŁ,1920
MATUSZCZYK,1919
WIERZBA,1919
GÓRNICKI,1918
ZYŚK,1918
MIELNICZUK,1916
PTASZEK,1915
GRONOWSKI,1912
PRZYWARA,1912
KORCZ,1910
GINTER,1908
KMIECIAK,1908
CHROSTOWSKI,1907
KMITA,1907
ŁAGOWSKI,1907
WEGNER,1907
DUDKA,1904
PAŁASZ,1904
KUKIEŁKA,1903
KOŁTUN,1902
KURZEJA,1902
GODEK,1901
LISIAK,1901
CZARKOWSKI,1900
GOLIK,1900
KAPAŁA,1900
BARTOS,1898
DOROSZ,1898
DZIADOSZ,1898
ŻYGADŁO,1898
KRZYŻAK,1896
REGULSKI,1896
SAKOWICZ,1896
JARZYŃSKI,1895
GOŁAWSKI,1893
JURA,1892
PROKOPOWICZ,1892
CZERSKI,1891
ŚMIETANA,1891
SOBECKI,1888
MAGDZIARZ,1887
BRZEZICKI,1886
SZCZEPKOWSKI,1886
PASZKO,1885
ROMANOWICZ,1884
KUBIŃSKI,1883
KURPIEWSKI,1883
MALIŃSKI,1883
RADZIK,1883
CHODOROWSKI,1882
SZCZECIŃSKI,1882
KIJEWSKI,1881
DĘBEK,1879
KONIOR,1879
TALAGA,1879
NIEWIŃSKI,1878
ŁOJEK,1877
PERZ,1876
ARCISZEWSKI,1875
SZABLEWSKI,1875
WOJTAL,1875
OPAŁKA,1874
ZIÓŁEK,1874
FRANCZYK,1872
CIUPA,1871
STEFANIUK,1871
GRUBA,1870
KACZKOWSKI,1869
TARNAWSKI,1869
SMAGA,1868
SOROKA,1868
SZAŁKOWSKI,1867
MAŁKIEWICZ,1866
BURAK,1865
OLKOWSKI,1863
WALCZUK,1863
WIEWIÓRA,1863
KUCZKOWSKI,1862
STOLAREK,1862
DANIELEWICZ,1861
KARP,1861
KOBIAŁKA,1857
PAŁYS,1857
GĘBSKI,1855
GNIADEK,1854
KRAWCZAK,1854
MŁYŃSKI,1854
WALKOWSKI,1852
ŁUKASZUK,1851
MARSZAŁ,1851
BODNAR,1850
STYŚ,1849
RYDZ,1847
BLICHARZ,1845
LUBAŃSKI,1845
RAWSKI,1843
DOBEK,1842
JĘDRZEJAK,1842
CIURA,1841
RAPACZ,1841
SIEKIERSKI,1841
KOCOŃ,1840
WOŁEK,1840
ADAMOWSKI,1839
PALACZ,1837
RAFALSKI,1837
WIĘCŁAW,1837
CHMIELOWSKI,1836
MAKOWIECKI,1836
FIEDOROWICZ,1835
GRZEGOREK,1834
RADZIEJEWSKI,1834
MIŁOSZ,1833
NOGAJ,1833
LIBERA,1832
MRÓWCZYŃSKI,1832
SULIMA,1831
FIC,1830
KWIDZIŃSKI,1830
DURKA,1829
BIGOS,1828
GĘBKA,1828
JAŻDŻEWSKI,1828
KOLIŃSKI,1828
DZWONKOWSKI,1827
STROJNY,1827
KURDZIEL,1823
MARCZYŃSKI,1822
JAWOREK,1821
SŁOMA,1821
BŁOCH,1820
JAMROZIK,1820
ROSÓŁ,1820
SKARŻYŃSKI,1820
STACHYRA,1820
BRZÓZKA,1818
MIOTK,1818
JUSZKIEWICZ,1817
KONIECZKA,1816
CIECIERSKI,1814
KABAT,1814
PAŁCZYŃSKI,1814
ROGACKI,1814
DOLECKI,1813
KOŹLIK,1813
FOJCIK,1811
JAKUBEK,1811
SAWA,1811
WOJTKIEWICZ,1811
JELIŃSKI,1810
STRÓŻYK,1810
KOCHAN,1809
SARZYŃSKI,1809
SIECZKA,1809
MICHNIEWICZ,1808
KARASIEWICZ,1806
WOCH,1806
GAPIŃSKI,1805
KROPIDŁOWSKI,1804
NAKONIECZNY,1804
BUCZAK,1803
WOLF,1803
NIEDŹWIEDZKI,1802
ŻUROWSKI,1802
KRYSIŃSKI,1801
RICHTER,1801
GRAJEWSKI,1800
HAWRYLUK,1799
KRASNODĘBSKI,1799
SULEJ,1799
ŚWIĘTEK,1798
ZANIEWSKI,1798
BORUTA,1797
KŁYS,1797
MADEJA,1796
MAŚLAK,1796
PADUCH,1794
ŚMIAŁEK,1793
BUJNOWSKI,1792
ŻĄDŁO,1792
BRYŚ,1789
GALUS,1789
GACA,1787
SCHULZ,1786
NIZIOŁ,1782
PSZCZÓŁKOWSKI,1782
WĄDOŁOWSKI,1782
GROMADZKI,1781
STĘPIŃSKI,1781
TKOCZ,1780
KRYCZKA,1779
RYCHTER,1779
WENTA,1779
JANECZKO,1778
KULAK,1778
LATOS,1778
SKÓRKA,1778
ZAMOJSKI,1778
GRZĘDA,1777
JAROSZEWICZ,1776
PASTUSZAK,1776
WAŻNY,1775
STRZAŁKA,1774
MUZYKA,1773
SZYMKIEWICZ,1772
PALUSZKIEWICZ,1771
BŁAŻEJCZYK,1770
DOMBROWSKI,1769
FOLTYN,1768
ŁUPIŃSKI,1768
SIELSKI,1767
STARZEC,1767
SZREDER,1766
GREŃ,1765
SKRZYNIARZ,1765
DASZKIEWICZ,1764
GAŁEK,1764
KLIMKOWSKI,1764
PAROL,1763
FRONTCZAK,1762
KARCZMARCZYK,1762
PACYNA,1762
PRUSZYŃSKI,1761
JASZCZAK,1760
KUMOR,1760
OCHOCKI,1760
RĘBISZ,1760
BACZEWSKI,1759
KUPKA,1759
LANGER,1759
KAPŁON,1756
MURZYN,1756
MICHTA,1755
IDZIK,1754
GRZANKA,1753
GUCWA,1753
NAWARA,1753
POMORSKI,1753
RUSAK,1753
KASZUBOWSKI,1752
WOJCIESZAK,1752
GUZY,1751
CEGLAREK,1750
KIEDROWSKI,1749
WALASZEK,1748
WĄCHAŁA,1748
DUCH,1747
RYGIELSKI,1747
MOŻDŻEŃ,1746
TYBURSKI,1746
BISKUPSKI,1745
KĘSKA,1745
REK,1744
FALKIEWICZ,1743
MUSIALIK,1743
CIBOROWSKI,1742
RAJSKI,1742
SŁUPSKI,1742
ANTONOWICZ,1741
RZESZUTEK,1741
ŻYŁKA,1741
SKÓRSKI,1740
MIGAS,1739
ŁOPATA,1738
PUDEŁKO,1738
DERDA,1736
JAROSZEK,1736
KARDAS,1736
KULCZYŃSKI,1736
OLSZOWY,1735
OCZKOWSKI,1734
BUCKI,1733
GAIK,1732
KIJAK,1732
KURZYŃSKI,1732
SOKALSKI,1732
KUBAT,1731
TARCZYŃSKI,1731
SKAWIŃSKI,1730
WOŹNICZKA,1730
DOMŻALSKI,1729
KUĆ,1728
CHABOWSKI,1727
FIGURSKI,1727
BARSKI,1726
DRZYMAŁA,1726
GÓRAK,1726
MAZGAJ,1726
JANOTA,1724
BIZOŃ,1720
SIEK,1719
CZARNIECKI,1717
ŁABĘDZKI,1715
BABICZ,1714
KONARZEWSKI,1714
SITKOWSKI,1714
BĄCZYK,1712
BARTYZEL,1711
SOSZYŃSKI,1711
ZIEMIŃSKI,1709
SURMACZ,1708
GALA,1707
GOŚCINIAK,1707
KASPERCZYK,1707
MATUŁA,1706
KOLANO,1705
KUBIŚ,1704
KRAUS,1703
GAŁKOWSKI,1702
GRADOWSKI,1702
KACZOREK,1701
KOTŁOWSKI,1701
ŚMIGIEL,1701
WRZESZCZ,1700
DOLNY,1697
RAJEWSKI,1696
KLUCZYŃSKI,1695
STANIEK,1695
WYKA,1695
BIEGUN,1694
BONK,1693
PRZYBYŁOWSKI,1693
RUTKA,1693
WENCEL,1693
DĄBROWA,1692
JARZĘBSKI,1692
RACZEK,1692
DYL,1690
CZARNOCKI,1689
MATYS,1689
GARBOWSKI,1688
LIZAK,1688
SZARY,1687
WIĘCH,1687
MIKRUT,1686
SMOLAK,1686
KOCJAN,1685
BAKALARZ,1684
BAJ,1683
DĘBIEC,1683
MICHALCZUK,1683
GRZYWA,1682
SMOLARCZYK,1679
CURYŁO,1677
WALTER,1677
BAR,1676
KOPAŃSKI,1676
BRZYSKI,1672
BUJALSKI,1672
GRĘDA,1672
KARDASZ,1672
OKRÓJ,1671
SZYMONIAK,1670
DZIEKAN,1669
PAŹDZIOR,1669
GRUCHAŁA,1668
KUBERA,1668
MARCHLEWSKI,1668
STYCZEŃ,1667
KONEFAŁ,1666
PŁOŃSKI,1666
DUDZIC,1665
ZACHARSKI,1665
OLSZÓWKA,1664
BYCZKOWSKI,1663
KLECHA,1663
SOLIŃSKI,1663
BANASZCZYK,1662
NEJMAN,1662
RÓŻALSKI,1662
ZAPART,1662
KOTLIŃSKI,1661
JAROMIN,1660
POTRYKUS,1660
RADOŃ,1660
DZIEWULSKI,1659
GRODZICKI,1659
DEMBOWSKI,1658
PALA,1656
SIDOROWICZ,1656
GŁĘBOCKI,1655
MALINA,1655
POWROŹNIK,1652
STRĄCZEK,1652
GARCZYŃSKI,1651
BAZAN,1650
DERA,1650
MROŻEK,1650
GRZYWNA,1649
JAKUBOWICZ,1649
DANIELAK,1648
KALATA,1648
ŁUNIEWSKI,1648
PELCZAR,1647
SOBIESKI,1646
WAJS,1645
KEMPIŃSKI,1644
POTOCZNY,1644
PYTLAK,1644
SIERAKOWSKI,1643
WIERCIŃSKI,1643
KOTULA,1642
BACH,1641
MACIOŁEK,1641
STAŃKO,1641
DZIADEK,1640
KRAMARZ,1639
NICPOŃ,1639
BŁASZKOWSKI,1637
BRZOSTOWSKI,1637
JADCZAK,1637
SZABŁOWSKI,1637
KLEPACZ,1632
PRZYGODZKI,1631
MAĆKIEWICZ,1630
DOBKOWSKI,1628
HOPPE,1628
SULIKOWSKI,1628
BRODZIŃSKI,1627
DANKOWSKI,1627
KUCIA,1627
KOWOL,1626
REKOWSKI,1626
ANDRZEJCZYK,1625
BRODZIAK,1624
GARUS,1624
GOS,1624
PIECZONKA,1624
TRZASKOWSKI,1624
GARSTKA,1623
ŁOJEWSKI,1621
PILECKI,1619
PROKOPIUK,1619
WAŚKO,1619
ZABORSKI,1619
KURAS,1618
RADWAN,1617
RYCZEK,1616
RYNKOWSKI,1616
BERNAŚ,1615
ŁUSZCZYŃSKI,1615
SNOPEK,1615
ŻABICKI,1615
MATECKI,1614
GURGUL,1613
STOPKA,1613
STRUGAŁA,1611
FABER,1610
SZYSZKOWSKI,1608
TALAREK,1606
WEISS,1606
BUDZIK,1605
POLIT,1605
WISZOWATY,1605
